					
10	2020	254100	125900	380000	2023-02-01
10	2021	254100	163000	417100	2023-02-01
10	2022	254100	163000	417100	2023-02-01
10	2023	254100	163000	417100	2023-12-18
100000	2020	681800	174100	855900	2023-02-01
100000	2021	765900	167200	933100	2023-02-01
100000	2022	765900	167200	933100	2023-02-01
100000	2023	765900	167200	933100	2023-12-18
100021	2020	1046600	280100	1326700	2023-02-01
100021	2021	1128800	230900	1359700	2023-02-01
100021	2022	1128800	230900	1359700	2023-02-01
100021	2023	1128800	230600	1359400	2023-12-18
100041	2020	0	8800	8800	2023-02-01
100041	2021	0	8800	8800	2023-02-01
100041	2022	0	8800	8800	2023-02-01
100041	2023	0	8800	8800	2023-12-18
100103	2020	243600	84100	327700	2023-02-01
100103	2021	234700	111100	345800	2023-02-01
100103	2022	234700	111100	345800	2023-02-01
100103	2023	234700	111000	345700	2023-12-18
100122	2020	316200	125500	441700	2023-02-01
100122	2021	386900	159800	546700	2023-02-01
100122	2022	386900	159800	546700	2023-02-01
100122	2023	386900	159800	546700	2023-12-18
100142	2020	185200	0	185200	2023-02-01
100142	2021	217500	0	217500	2023-02-01
100142	2022	217500	0	217500	2023-02-01
100142	2023	217500	0	217500	2023-12-18
100162	2020	185200	0	185200	2023-02-01
100162	2021	217500	0	217500	2023-02-01
100162	2022	217500	0	217500	2023-02-01
100162	2023	217500	0	217500	2023-12-18
100163	2020	229300	0	229300	2023-02-01
100163	2021	251600	0	251600	2023-02-01
100163	2022	251600	0	251600	2023-02-01
100163	2023	251600	0	251600	2023-12-18
100164	2020	213500	0	213500	2023-02-01
100164	2021	244700	0	244700	2023-02-01
100164	2022	244700	0	244700	2023-02-01
100164	2023	244700	0	244700	2023-12-18
100182	2020	326100	0	326100	2023-02-01
100182	2021	377100	0	377100	2023-02-01
100182	2022	377100	0	377100	2023-02-01
100182	2023	377100	0	377100	2023-12-18
100184	2020	356600	0	356600	2023-02-01
100184	2021	349600	0	349600	2023-02-01
100184	2022	349600	0	349600	2023-02-01
100184	2023	349600	0	349600	2023-12-18
1002	2020	0	4800	4800	2023-02-01
1002	2021	0	4800	4800	2023-02-01
1002	2022	0	4800	4800	2023-02-01
1002	2023	0	4700	4700	2023-12-18
100202	2020	0	20600	20600	2023-02-01
100202	2021	0	20600	20600	2023-02-01
100202	2022	0	20600	20600	2023-02-01
100202	2023	0	20700	20700	2023-12-18
100222	2020	0	2100	2100	2023-02-01
100222	2021	0	2400	2400	2023-02-01
100222	2022	0	2400	2400	2023-02-01
100243	2020	388000	131300	519300	2023-02-01
100243	2021	478200	158900	637100	2023-02-01
100243	2022	478200	158900	637100	2023-02-01
100243	2023	478200	158800	637000	2023-12-18
100262	2020	685200	194900	880100	2023-02-01
100262	2021	826700	181900	1008600	2023-02-01
100262	2022	826700	181900	1008600	2023-02-01
100262	2023	841700	181900	1023600	2023-12-18
100263	2020	516000	171900	687900	2023-02-01
100263	2021	609800	202300	812100	2023-02-01
100263	2022	609800	202300	812100	2023-02-01
100263	2023	609800	202300	812100	2023-12-18
100264	2020	0	400	400	2023-02-01
100264	2021	0	400	400	2023-02-01
100264	2022	0	400	400	2023-02-01
100264	2023	0	400	400	2023-12-18
100265	2020	345400	170500	515900	2023-02-01
100265	2021	431900	203100	635000	2023-02-01
100265	2022	431900	203100	635000	2023-02-01
100265	2023	431900	203100	635000	2023-12-18
100282	2020	447700	161300	609000	2023-02-01
100282	2021	545900	190100	736000	2023-02-01
100282	2022	545900	190100	736000	2023-02-01
100282	2023	557500	190100	747600	2023-12-18
1003	2020	198500	137300	335800	2023-02-01
1003	2021	179900	166900	346800	2023-02-01
1003	2022	167600	166900	334500	2023-02-01
1003	2023	178600	166900	345500	2023-12-18
100302	2020	221900	159500	381400	2023-02-01
100302	2021	263600	206300	469900	2023-02-01
100302	2022	263600	206300	469900	2023-02-01
100302	2023	263600	206300	469900	2023-12-18
100322	2020	0	4300	4300	2023-02-01
100322	2021	0	4300	4300	2023-02-01
100322	2022	0	4300	4300	2023-02-01
100322	2023	0	4300	4300	2023-12-18
100361	2020	0	4200	4200	2023-02-01
100361	2021	0	4200	4200	2023-02-01
100361	2022	0	4200	4200	2023-02-01
100361	2023	0	4500	4500	2023-12-18
1004	2020	289200	166000	455200	2023-02-01
1004	2021	370900	175200	546100	2023-02-01
1004	2022	370900	175200	546100	2023-02-01
1004	2023	370900	175200	546100	2023-12-18
100401	2020	0	2500	2500	2023-02-01
100401	2021	0	2500	2500	2023-02-01
100401	2022	0	2500	2500	2023-02-01
100401	2023	0	2500	2500	2023-12-18
100422	2020	416300	0	416300	2023-02-01
100422	2021	451200	0	451200	2023-02-01
100422	2022	451200	0	451200	2023-02-01
100422	2023	451200	0	451200	2023-12-18
100442	2020	355600	0	355600	2023-02-01
100442	2021	387700	0	387700	2023-02-01
100442	2022	387700	0	387700	2023-02-01
100442	2023	387700	0	387700	2023-12-18
100462	2020	188700	0	188700	2023-02-01
100462	2021	204700	0	204700	2023-02-01
100462	2022	204700	0	204700	2023-02-01
100462	2023	204700	0	204700	2023-12-18
100463	2020	364500	0	364500	2023-02-01
100463	2021	398200	0	398200	2023-02-01
100463	2022	398200	0	398200	2023-02-01
100463	2023	398200	0	398200	2023-12-18
100482	2020	197100	0	197100	2023-02-01
100482	2021	212900	0	212900	2023-02-01
100482	2022	212900	0	212900	2023-02-01
100482	2023	212900	0	212900	2023-12-18
1005	2020	303600	124000	427600	2023-02-01
1005	2021	348300	184800	533100	2023-02-01
1005	2022	348300	184800	533100	2023-02-01
1005	2023	348300	184800	533100	2023-12-18
100502	2020	385100	0	385100	2023-02-01
100502	2021	421200	0	421200	2023-02-01
100502	2022	421200	0	421200	2023-02-01
100502	2023	421200	0	421200	2023-12-18
100503	2020	197400	0	197400	2023-02-01
100503	2021	261900	0	261900	2023-02-01
100503	2022	261900	0	261900	2023-02-01
100503	2023	261900	0	261900	2023-12-18
100522	2020	171300	0	171300	2023-02-01
100522	2021	184400	0	184400	2023-02-01
100522	2022	184400	0	184400	2023-02-01
100522	2023	184400	0	184400	2023-12-18
100523	2020	306200	0	306200	2023-02-01
100523	2021	332100	0	332100	2023-02-01
100523	2022	332100	0	332100	2023-02-01
100523	2023	332100	0	332100	2023-12-18
100542	2020	429200	0	429200	2023-02-01
100542	2021	473800	0	473800	2023-02-01
100542	2022	473800	0	473800	2023-02-01
100542	2023	473800	0	473800	2023-12-18
100543	2020	496700	0	496700	2023-02-01
100543	2021	543400	0	543400	2023-02-01
100543	2022	543400	0	543400	2023-02-01
100543	2023	543400	0	543400	2023-12-18
100562	2020	393600	0	393600	2023-02-01
100562	2021	427400	0	427400	2023-02-01
100562	2022	427400	0	427400	2023-02-01
100562	2023	427400	0	427400	2023-12-18
100563	2020	313300	0	313300	2023-02-01
100563	2021	340300	0	340300	2023-02-01
100563	2022	340300	0	340300	2023-02-01
100563	2023	340300	0	340300	2023-12-18
100582	2020	346100	0	346100	2023-02-01
100582	2021	385200	0	385200	2023-02-01
100582	2022	385200	0	385200	2023-02-01
100582	2023	385200	0	385200	2023-12-18
100583	2020	1690400	0	1690400	2023-02-01
100583	2021	1848200	0	1848200	2023-02-01
100583	2022	1848200	0	1848200	2023-02-01
100583	2023	1848200	0	1848200	2023-12-18
1006	2020	113800	106500	220300	2023-02-01
1006	2021	131500	140300	271800	2023-02-01
1006	2022	131500	140300	271800	2023-02-01
1006	2023	131500	140300	271800	2023-12-18
100602	2020	0	2100	2100	2023-02-01
100602	2021	0	2100	2100	2023-02-01
100602	2022	0	2100	2100	2023-02-01
